,CHARTER,CITY,WEBADDR,STNAME,NAME,ID
1261,0,Norris City,,Illinois,Banterra Bank of Norris City,11723
1262,0,Oakwood,,Illinois,United Community Bank,11724
1263,0,Earlville,,Illinois,Pioneer State Bank,11726
1264,0,Granite City,,Illinois,Central Bank-Granite City,11728
1265,0,Champaign,www.cibmbank.com,Illinois,CIBM Bank,11729
1266,0,Fairview,http://www.fairviewstate.com,Illinois,Fairview State Banking Company,11731
1267,0,Farmington,http://www.bankoffarmington.com,Illinois,Bank of Farmington,11732
1268,0,Flanagan,www.flanaganstatebank.com,Illinois,Flanagan State Bank,11734
1269,0,Melvin,,Illinois,Melvin State Bank,11735
1270,0,New Athens,,Illinois,United Illinois Bank of New Athens,11737
1271,0,Mount Vernon,,Illinois,Boatmen's Bank of South Central Illinois,11738
1272,0,Orion,http://WWW.BANKORION.COM,Illinois,BankOrion,11739
1273,0,Deming,,New Mexico,United New Mexico Bank at Mimbres Valley,1174
1274,0,Forreston,www.solutions.bank,Illinois,Solutions Bank,11741
1275,0,Hammond,,Illinois,The State Bank of Hammond,11742
1276,0,Iroquois,www.iroqbank.com,Illinois,Iroquois Farmers State Bank,11746
1277,0,Jacksonville,http://www.fsbtco.com,Illinois,The Farmers State Bank and Trust Company,11747
1278,0,Jerseyville,,Illinois,The State Bank of Jerseyville,11749
1279,0,Kampsville,www.thebankofkampsville.com,Illinois,Bank of Kampsville,11750
1280,0,Lostant,,Illinois,The Farmers State Bank of Lostant,11751
1281,0,Batesville,,Indiana,Batesville State Bank,11754
1282,0,Warren,,Indiana,Exchange Bank,11756
1283,0,Jasper,,Indiana,Dubois County Bank,11757
1284,0,Waterloo,,Iowa,Mercantile Bank of Eastern Iowa,11758
1285,0,Wyoming,http://www.csbwyoming.com,Iowa,Citizens State Bank,11759
1286,0,Bremond,,Texas,"First Star Bank, S.S.B.",1176
1287,0,Burlington,,Iowa,Two Rivers Bank & Trust,11760
1288,0,Hawkeye,,Iowa,Citizens Savings Bank,11761
1289,0,Ames,www.visionbank.com,Iowa,VISIONBANK OF IOWA,11763
1290,0,Sibley,http://www.sibleystatebank.com,Iowa,Sibley State Bank,11764
1291,0,Elkader,www.freedombnk.com,Iowa,FreedomBank,11767
1292,0,Hartley,,Iowa,United Community Bank,11769
1293,0,Brownfield,,Texas,Brownfield State Bank & Trust Co.,1177
1294,0,Ames,,Iowa,Union Story Trust & Savings Bank,11770
1295,0,Carroll,www.availa.bank,Iowa,Availa Bank,11771
1296,0,Hutchinson,,Kansas,Central Bank and Trust Co.,11772
1297,0,Beloit,,Kansas,Bank Central,11774
1298,0,Chanute,,Kansas,The Bank of Commerce,11775
1299,0,Parsons,commercialbank.net,Kansas,Commercial Bank,11777
1300,0,Ellsworth,WWW.CSBANC.COM,Kansas,"Citizens State Bank and Trust Co., Ellsworth, Kansas",11778
1301,0,Bellevue,,Kentucky,Bellevue Commercial & Savings Bank,11779
1302,0,Bryan,,Texas,"First Bank & Trust, Bryan, Texas",1178
1303,0,Benton,,Kentucky,Bank of Marshall County,11780
1304,0,Abbeville,www.bankofabbeville.com,Louisiana,Bank of Abbeville & Trust Company,11782
1305,0,Bunkie,,Louisiana,Avoyelles Trust & Savings Bank,11783
1306,0,Columbia,caldwellbankandtrust.com,Louisiana,Caldwell Bank & Trust Company,11785
1307,0,St. Rose,,Louisiana,Bank of St. Charles,11786
1308,0,Olla,,Louisiana,The Olla State Bank,11787
1309,0,Sunset,www.bankofsunset.com,Louisiana,Bank of Sunset and Trust Company,11788
1310,0,Natchitoches,,Louisiana,"The Peoples Bank & Trust Company, Natchitoches, La.",11789
1311,0,Opelousas,,Louisiana,Planters Trust & Savings Bank of Opelousas,11791
1312,0,Winnsboro,www.fsbnet.com,Louisiana,Franklin State Bank & Trust Company,11792
1313,0,Hancock,,Maryland,The Hancock Bank,11794
1314,0,Clinton,,Maryland,The Clinton Bank,11796
1315,0,Westminster,,Maryland,Carroll County Bank and Trust Company,11797
1316,0,Clarendon,,Texas,First Bank & Trust of Clarendon,1180
1317,0,Lawrence,,Massachusetts,Shawmut Arlington Trust Company,11800
1318,0,Pittsfield,,Massachusetts,Berkshire Bank & Trust Company,11801
1319,0,Framingham,,Massachusetts,Framingham Trust Company,11803
1320,0,Roscommon,,Michigan,NBD Roscommon Bank,11806
1321,0,Grand Rapids,http://www.unitedbank4u.com,Michigan,United Bank of Michigan,11807
1322,21430,Grand Rapids,,Michigan,Manufacturers National Bank of Grand Rapids,11809
1323,0,Clifton,,Texas,First RepublicBank Clifton,1181
1324,0,East Tawas,www.bankhcb.com,Michigan,Huron Community Bank,11810
1325,0,Perry,,Michigan,American Bank of Perry,11811
1326,0,Leakesville,,Mississippi,Bank of Leakesville,11812
1327,0,Tupelo,www.cadencebank.com,Mississippi,Cadence Bank,11813
1328,0,Starkville,,Mississippi,Security State Bank,11814
1329,0,Philadelphia,,Mississippi,Bank of Philadelphia,11816
1330,0,Richton,www.richtonbank.com,Mississippi,Richton Bank & Trust Company,11817
1331,16194,Union,,Mississippi,"Peoples Bank of Mississippi, National Association",11818
1332,0,Dalhart,,Texas,Citizens State Bank of Dalhart,1182
1333,0,Hardin,www.littlehornstatebank.com,Montana,Little Horn State Bank,11821
1334,0,Froid,,Montana,First Community Bank,11822
1335,0,Manhattan,www.manhattanbank.bank,Montana,Manhattan Bank,11823
1336,0,Sheridan,,Montana,Bank of Sheridan,11824
1337,0,Dorchester,,Nebraska,Citizens State Bank,11826
1338,0,Omaha,,Nebraska,Norwest Bank Omaha West,11827
1339,0,Rising City,,Nebraska,Farmers State Bank,11828
1340,0,Callaway,,Nebraska,Seven Valleys State Bank,11830
1341,15297,Neptune Township,,New Jersey,New Jersey National Bank and Trust Company,11836
1342,0,Del Rio,www.thebankandtrust.com,Texas,"The Bank and Trust, S.S.B.",1184
1343,0,Freehold,,New Jersey,The Central Jersey Bank and Trust Company,11842
1344,0,Berlin,,New York,Taconic Valley Bank,11849
1345,0,Asheville,,North Carolina,The Bank of Asheville,11853
1346,0,Macclesfield,,North Carolina,Merchants & Farmers Bank,11854
1347,0,Oberlin,,Ohio,The Oberlin Bank Company,11857
1348,0,Payne,,Ohio,The Union State Bank,11859
1349,0,Eden,,Texas,Eden State Bank,1186
1350,0,Killbuck,http://www.killbuckbank.com,Ohio,The Killbuck Savings Bank Company,11860
1351,0,Warren,,Ohio,The Union Savings & Trust Co.,11861
1352,0,Beaver,www.bankofbeaver.bank,Oklahoma,The Bank of Beaver City,11862
1353,0,Quapaw,,Oklahoma,The Bank of Quapaw,11865
1354,0,Bryn Mawr,,Pennsylvania,The Bryn Mawr Trust Company,11866
1355,0,Dunmore,http://www.bankatfidelity.com,Pennsylvania,The Fidelity Deposit and Discount Bank,11868
1356,0,State College,,Pennsylvania,Farmers Community Bank,11869
1357,0,Ferris,,Texas,First Consolidated Bank - Ferris,1187
1358,0,Reading,,Pennsylvania,Meridian Bank,11870
1359,0,Coudersport,,Pennsylvania,Citizens Trust Company,11871
1360,0,New Bethlehem,,Pennsylvania,New Bethlehem Bank,11873
1361,0,Scranton,,Pennsylvania,North Scranton Bank and Trust Company,11875
1362,0,West Lebanon,,Pennsylvania,Peoples Bank One,11877
1363,0,Forney,,Texas,First RepublicBank Forney,1188
1364,0,Liberty,,Tennessee,Liberty State Bank,11881
1365,0,Mcminnville,,Tennessee,First American Bank,11882
1366,0,Florence,,Texas,Union State Bank,11886
1367,0,Olton,,Texas,Olton State Bank,11888
1368,0,Vega,,Texas,First State Bank,11890
1369,0,Clarendon,donleybank.com,Texas,The Donley County State Bank,11891
1370,0,Alvin,,Texas,Alvin State Bank,11892
1371,0,Ballinger,,Texas,The Farmers & Merchants State Bank,11893
1372,0,Fort Worth,,Texas,Meridian Bank Texas,11895
1373,0,Burleson,,Texas,Farmers & Merchants State Bank,11898
1374,0,Gatesville,,Texas,Guaranty Bank & Trust Company,1190
1375,0,Mission,,Texas,First State Bank & Trust Co.,11901
1376,0,Weimar,,Texas,Hill Bank & Trust Co.,11902
1377,0,Boerne,www.texasheritage.bank,Texas,Texas Heritage Bank,11903
1378,0,Ben Wheeler,www.fsbbenwheeler.com,Texas,"First State Bank of Ben Wheeler, Texas",11904
1379,0,Corrigan,www.csbanktx.com,Texas,Citizens State Bank,11905
1380,0,University Park,,Texas,Texas Commerce Bank-Hillcrest,11906
1381,0,Farwell,www.ssbfarwell.com,Texas,Security State Bank,11907
1382,24321,Friona,,Texas,"Friona State Bank, N.A.",11908
1383,14377,Greenville,,Texas,"MBank Greenville, National Association",1191
1384,0,Grapeland,,Texas,"First State Bank, Grapeland, Texas",11910
1385,0,Memphis,,Texas,First State Bank,11911
1386,0,Sour Lake,,Texas,"First City, Texas - Sour Lake",11914
1387,0,Buckholts,www.buckholtsbank.com,Texas,The Buckholts State Bank,11916
1388,0,Centerville,,Texas,Centerville State Bank,11917
1389,0,Lexington,,Texas,Lexington State Bank,11918
1390,0,Rio Grande City,,Texas,First State Bank & Trust Co.,11919
1391,0,Orange,www.fsboftx.com,Texas,First State Bank of Texas,11922
1392,0,New Ulm,,Texas,New Ulm State Bank,11926
1393,0,Brackettville,,Texas,The First State Bank,11927
1394,14353,Huntsville,,Texas,The Huntsville National Bank,1193
1395,0,Needville,,Texas,The First State Bank,11930
1396,0,Chester,,Texas,Chester State Bank,11931
1397,0,Cranfills Gap,www.fssbtexas.com,Texas,First Security State Bank,11932
1398,0,Dumas,,Texas,First State Bank,11933
1399,0,Dallas,www.dominionbanking.com,Texas,Dominion Bank,11934
1400,0,Georgetown,www.firsttexasbank.bank,Texas,First Texas Bank,11935
1401,0,Lueders,,Texas,Farmers State Bank,11936
1402,0,Muleshoe,,Texas,Muleshoe State Bank,11939
1403,24512,San Antonio,,Texas,"First Community Bank San Antonio, National Association",1194
1404,0,Port Lavaca,,Texas,First State Bank and Trust Company,11940
1405,0,Austin,,Texas,Bank of Texas,11942
1406,0,Salt Lake City,,Utah,First Security State Bank,11944
1407,0,Walton,www.pocavalleybank.com,West Virginia,"The Poca Valley Bank, Inc.",11952
1408,0,Petersburg,http://www.grantcountybank.com,West Virginia,The Grant County Bank,11953
1409,0,Princeton,,West Virginia,"First Community Bank, Inc.",11954
1410,0,Martinsburg,,West Virginia,F & M Bank - Martinsburg,11955
1411,0,Wayne,,West Virginia,"Bank One, West Virginia, Wayne County, Inc.",11956
1412,0,Cle Elum,,Washington,Cle Elum State Bank,11957
1413,0,Rock Springs,,Wyoming,First Security Bank of Wyoming,11959
1414,0,Jackson,,Georgia,The Citizens and Southern Bank of Jackson,11962
1415,13898,Spring Lake,,New Jersey,First National State Bank of the Jersey Coast,11963
1416,13899,Bryan,,Ohio,First National Bank Northwest Ohio,11964
1417,13902,Grand Junction,,Colorado,"Central Bank Grand Junction, National Association",11967
1418,0,Huntsville,,Texas,First Financial Bank,1197
1419,23281,Portland,,Maine,Keybank National Association,11970
1420,0,Bar Harbor,www.barharbor.bank,Maine,Bar Harbor Bank & Trust,11971
1421,0,Gibbon,,Minnesota,State Bank of Gibbon,11972
1422,0,Houston,,Minnesota,Security State Bank of Houston,11973
1423,0,Elizabethtown,,North Carolina,Bank of Elizabethtown,11974
1424,23347,Tacoma,,Washington,KeyBank National Association,11979
1425,0,Llano,http://www.arrowheadbanktexas.com,Texas,Arrowhead Bank,1198
1426,13903,Peru,,Illinois,"Amcore Bank National Association, Peru",11980
1427,13904,Fond Du Lac,,Wisconsin,"Firstar Bank Fond Du Lac, National Association",11981
1428,13905,Cambridge,,Ohio,The Central National Bank at Cambridge,11982
1429,13906,Barbourville,,Kentucky,The Union National Bank and Trust Company of Barbourville,11983
1430,13908,Rural Valley,,Pennsylvania,The Peoples National Bank of Rural Valley,11985
1431,13910,New Egypt,,New Jersey,First National Bank in New Egypt,11987
1432,708050,Lafayette,,Indiana,"Lafayette Savings Bank, FSB",11990
1433,0,Loraine,,Texas,First State Bank,1200
1434,0,Eastport,,Maine,Eastport Savings Bank,12003
1435,0,Minneapolis,,Minnesota,Farmers & Mechanics Savings Bank of Minneapolis,12008
1436,0,Lawrenceville,,New Jersey,Trenton Savings Bank FSB,12009
1437,0,Jersey City,http://www.provident.Bank,New Jersey,Provident Bank,12010
1438,0,Elizabeth,www.unioncountysavings.com,New Jersey,Union County Savings Bank,12013
1439,0,Jersey City,,New Jersey,The Fifth Ward Savings Bank,12014
1440,0,Newark,,New Jersey,"United States Savings Bank of Newark, N. J.",12015
1441,0,Raritan,,New Jersey,Raritan Savings Bank,12016
1442,0,Rahway,,New Jersey,RSI BANK,12017
1443,14635,Mcallen,,Texas,"Texas Commerce Bank - Rio Grande Valley, National Association",1202
1444,0,Somerville,,New Jersey,New Jersey Savings Bank,12020
1445,0,Burlington,,New Jersey,Burlington Savings Bank,12021
1446,0,Hoboken,,New Jersey,Washington Savings Bank,12023
1447,0,New Brunswick,,New Jersey,New Brunswick Savings Bank,12026
1448,0,Perth Amboy,,New Jersey,Bankers Savings,12029
1449,0,Madisonville,,Texas,"Farmers State Bank of Madisonville, Texas",1204
1450,0,Matador,,Texas,First State Bank of Matador,1205
1451,0,New York,,New York,Emigrant Bank,12054
1452,0,Mathis,,Texas,First State Bank of Mathis,1206
1453,0,Marietta,,Ohio,The Dime Savings Society of Marietta,12060
1454,0,Johnstown,,Pennsylvania,Johnstown Interim Bank,12061
1455,0,West Chester,,Pennsylvania,The Bank of Chester County,12065
1456,21638,Milwaukee,,Wisconsin,"First Bank Southeast, National Association",12067
1457,0,Foley,,Alabama,First Alabama Bank of South Baldwin,12069
1458,0,Terryville,,Connecticut,The Terryville Trust Company,12072
1459,0,Westport,,Connecticut,The Westport Bank and Trust Company,12075
1460,0,Trenton,,Florida,Farmers & Merchants Bank of Trenton,12077
1461,0,Greenville,,Georgia,The Greenville Banking Company,12078
1462,0,Hahira,www.ccbga.bank,Georgia,Citizens Community Bank,12079
1463,25053,Mount Pleasant,www.gnty.com,Texas,"Guaranty Bank & Trust, N.A.",1208
1464,0,Reidsville,,Georgia,The Tattnall Bank,12080
1465,0,Peoria,,Illinois,South Side Trust & Savings Bank of Peoria,12082
1466,0,Sainte Marie,,Illinois,Sainte Marie State Bank,12086
1467,0,Spring Valley,www.svcb.com,Illinois,Spring Valley City Bank,12087
1468,0,Varna,,Illinois,Marshall County State Bank,12089
1469,14371,Nacogdoches,www.cbtx.com,Texas,"Commercial Bank of Texas, National Association",1209
1470,0,Camp Point,,Illinois,Farmers State Bank of Camp Point,12091
1471,0,Clinton,,Illinois,The John Warner Bank,12093
1472,0,Allerton,,Illinois,The State Bank of Allerton,12094
1473,0,Biggsville,,Illinois,First State Bank of Biggsville,12095
1474,0,Dongola,,Illinois,The First State Bank of Dongola,12098
1475,23175,Davenport,,Iowa,"Metrobank, National Association",12099
1476,0,Dallas,www.vistabank.com,Texas,Vista Bank,1210
1477,0,Ladd,,Illinois,Bank of Ladd,12102
1478,0,Taylorville,,Illinois,Palmer Bank,12103
1479,14458,Paxton,,Illinois,Farmers-Merchants National Bank of Paxton,12104
1480,0,Elmwood,www.fsbelmwood.com,Illinois,Farmers State Bank,12107
1481,0,Evansville,,Illinois,Bank of Evansville,12108
1482,0,Peoria,,Illinois,"Bank One, Peoria",12109
1483,0,Richardson,,Texas,First City Bank of Richardson,1211
1484,0,Potomac,,Illinois,City Potomac Bank,12110
1485,0,Breese,www.gtsb.com,Illinois,Germantown Trust & Savings Bank,12113
1486,0,Martinsville,,Illinois,Martinsville State Bank,12114
1487,0,Palestine,,Illinois,Farmer's State Bank of Palestine,12115
1488,0,Macomb,,Illinois,Union Bank/West,12116
1489,0,Prairie Du Rocher,,Illinois,State Bank of Prairie du Rocher,12117
1490,22940,Bettendorf,,Iowa,"The Rock Island Bank, National Association",12119
1491,0,Sparta,,Illinois,Magna Bank of Randolph County,12120
1492,0,Buckley,www.buckleystatebank.com,Illinois,Buckley State Bank,12121
1493,0,Haubstadt,,Indiana,Haubstadt State Bank,12123
1494,0,Worthington,,Indiana,Worthington State Bank,12124
1495,0,Sigourney,www.yourcountybank.com,Iowa,County Bank,12126
1496,0,Spillville,www.bankingwithcsb.com,Iowa,Citizens Savings Bank,12128
1497,0,West Burlington,,Iowa,West Burlington Bank,12129
1498,0,Houston,www.cornerstonecapital.com,Texas,"Cornerstone Capital Bank, SSB",1213
1499,0,Sigourney,,Iowa,Boatmen's Bank of Sigourney,12131
1500,0,Donnellson,,Iowa,Citizens State Bank,12132
1501,0,Ellinwood,,Kansas,The Peoples State Bank and Trust Company,12133
1502,0,Lyndon,http://www.lyndonstatebank.com,Kansas,The Lyndon State Bank,12135
1503,0,Wilson,www.wilsonstatebank.net,Kansas,The Wilson State Bank,12136
1504,0,Spearville,http://fordcountystatebank.com,Kansas,Ford County State Bank,12139
1505,0,Rusk,,Texas,"Austin Bank, Rusk, Texas",1214
1506,0,Kiowa,,Kansas,The Bank of Kiowa,12142
1507,0,Beaver Dam,,Kentucky,Kentucky Trust Bank,12144
1508,23688,Owensboro,,Kentucky,"Farmers Bank, National Association",12147
1509,0,Hopkinsville,,Kentucky,First City Bank and Trust Company,12148
1510,0,Irvington,www.firststatebankky.com,Kentucky,First State Bank,12149
1511,0,Shiro,,Texas,"Farmers State Bank of Shiro, Texas",1215
1512,0,Harrodsburg,,Kentucky,State Bank & Trust Company,12157
1513,0,Murray,,Kentucky,Bank of Murray,12158
1514,0,Silsbee,,Texas,Silsbee State Bank,1216
1515,0,Dayton,,Kentucky,"Huntington Bank of Campbell County, Inc.",12160
1516,0,Dawson Springs,,Kentucky,Commercial Bank of Dawson,12161
1517,0,Elkton,elktonbankandtrust.com,Kentucky,Elkton Bank & Trust Company,12162
1518,0,Milton,fbmilton.com,Kentucky,The Farmers Bank of Milton,12163
1519,0,Salem,,Kentucky,The Salem Bank,12164
1520,0,Vanceburg,,Kentucky,Citizens Deposit Bank & Trust,12165
1521,0,Radcliff,www.westpointbank.com,Kentucky,West Point Bank,12166
1522,22521,Madisonville,,Kentucky,Liberty National Bank of Madisonville,12167
1523,0,Sinton,,Texas,Commercial State Bank,1217
1524,0,Annapolis,,Maryland,The Annapolis Banking and Trust Company,12172
1525,0,Salisbury,,Maryland,Truckers and Savings Bank,12173
1526,0,Caro,,Michigan,Chemical Bank Thumb Area,12175
1527,0,Clio,,Michigan,The Clio State Bank,12176
1528,15234,Lake City,,Michigan,Chemical Bank Lake City,12179
1529,0,Spearman,www.fsbtx.com,Texas,First State Bank,1218
1530,0,Mancelona,,Michigan,Antrim County State Bank,12180
1531,0,Monroe,,Michigan,Monroe Bank & Trust,12181
1532,0,Trenton,,Michigan,Old Kent Bank-Southeast,12182
1533,0,Calumet,,Michigan,First of America Bank - Copper Country,12184
1534,0,Greenwald,,Minnesota,State Bank of Greenwald,12185
1535,0,Waite Park,,Minnesota,Plaza Park State Bank,12186
1536,0,Houston,,Minnesota,Fortress Bank Minnesota,12188
1537,0,Kanaranzi,,Minnesota,Farmers State Bank of Kanaranzi,12189
1538,0,Wellington,www.wellingtonsb.bank,Texas,Wellington State Bank,1219
1539,0,Lanesboro,,Minnesota,Lanesboro State Bank,12190
1540,20632,Maple Grove,,Minnesota,"Norwest Bank of Maple Grove, National Association",12192
1541,0,Pine Island,,Minnesota,Pine Island Bank,12193
1542,0,Sturgeon Lake,,Minnesota,Sturgeon Lake State Bank,12194
1543,0,Two Harbors,,Minnesota,The Lake Bank,12195
1544,718002,Comfrey,,Minnesota,Choice Financial Savings Bank,12197
1545,23298,Willmar,,Minnesota,"Bremer Bank, National Association",12198
1546,0,Wharton,,Texas,Security Bank and Trust Company,1220
1547,0,Cleveland,www.clevelandstatebank.com,Mississippi,The Cleveland State Bank,12201
1548,0,Houston,,Mississippi,The Bank of Houston,12202
1549,0,Pascagoula,WWW.MANDMBANK.COM,Mississippi,Merchants & Marine Bank,12203
1550,0,Philadelphia,www.thecitizensbankphila.com,Mississippi,"The Citizens Bank of Philadelphia, Mississippi",12204
1551,0,Water Valley,,Mississippi,Bank of Water Valley,12205
1552,0,Water Valley,,Mississippi,Mechanics Bank,12206
1553,0,Winona,www.bankofwinona.com,Mississippi,Bank of Winona,12207
1554,0,Belgrade,belgradestatebank.com,Missouri,Belgrade State Bank,12208
1555,0,Wharton,,Texas,Heritage Bank,1221
1556,0,Rolla,,Missouri,Boatmen's Bank of Rolla,12210
1557,0,Harrisonville,,Missouri,Winterset State Bank,12211
1558,0,Kansas City,,Missouri,Republic Bank of Kansas City,12213
1559,0,Lewistown,http://www.usb1.com,Missouri,United State Bank,12214
1560,0,Mansfield,,Missouri,Southern Missouri Bank,12215
1561,23530,Mountain View,,Missouri,First National Bank,12216
